Muni_ID,ID,Muni,tot_input,irrig_tot_input,diff_tot_input,gnb,irrig_gnb,diff_gnb,nue,irrig_nue,diff_nue
901,1650901,Aguiar da Beira,138.7,138.7,0,72,72,0,47,47,0
1802,1651802,Carregal do Sal,162.5,162.5,0,117,117,0,27,27,0
1803,1651803,Castro Daire,154.4,154.4,0,72,72,0,53,53,0
1806,1651806,Mangualde,126.8,126.8,0,84,84,0,33,33,0
1808,1651808,Mortágua,461.6,461.6,0,372,372,0,19,19,0
1809,1651809,Nelas,94.7,94.7,0,63,63,0,32,32,0
1810,1651810,Oliveira de Frades,758.7,758.7,0,611,611,0,19,19,0
1811,1651811,Penalva do Castelo,112.9,112.9,0,74,74,0,34,34,0
1814,1651814,Santa Comba Dão,436.70902,436.70902,0,386,386,0,11,11,0
1816,1651816,São Pedro do Sul,247.63622,247.63622,0,132,132,0,46,46,0
1817,1651817,Sátão,165.3,165.3,0,99,99,0,39,39,0
1821,1651821,Tondela,274.82056,274.82056,0,214,214,0,21,21,0
1822,1651822,Vila Nova de Paiva,165.8,165.8,0,92,92,0,44,44,0
1823,1651823,Viseu,142.50449,142.50449,0,93,93,0,34,34,0
1824,1651824,Vouzela,367,367,0,262,262,0,28,28,0
1413,1661413,Mação,87.1,87.1,0,58,58,0,33,33,0
506,1660506,Oleiros,65.2,65.2,0,41,41,0,36,36,0
508,1660508,Proença-a-Nova,87.5,87.5,0,55,55,0,36,36,0
509,1660509,Sertã,117.9,117.9,0,72,72,0,38,38,0
510,1660510,Vila de Rei,104.7,104.7,0,76,76,0,27,27,0
905,1670905,Fornos de Algodres,87.1,87.1,0,50,50,0,42,42,0
906,1670906,Gouveia,43.6,43.6,0,23,23,0,47,47,0
912,1670912,Seia,82.6,82.6,0,52,52,0,36,36,0
902,1680902,Almeida,37.60132,37.60132,0,12,12,0,65,65,0
903,1680903,Celorico da Beira,57.4,57.4,0,30,30,0,46,46,0
904,1680904,Figueira de Castelo Rodrigo,42.30004,42.30004,0,25,25,0,40,40,0
907,1680907,Guarda,52.97385,52.97385,0,19,19,0,62,62,0
908,1680908,Manteigas,37.2,37.2,0,16,16,0,54,54,0
909,1680909,Mêda,58.9,58.9,0,40,40,0,31,31,0
910,1680910,Pinhel,41.8021,41.8021,0,19,19,0,53,53,0
911,1680911,Sabugal,44.10122,44.10122,0,14,14,0,67,67,0
913,1680913,Trancoso,64.8,64.8,0,30,30,0,53,53,0
502,1690502,Castelo Branco,44.8,44.8,0,27,27,0,38,38,0
505,1690505,Idanha-a-Nova,42.5,42.5,0,25,25,0,40,40,0
507,1690507,Penamacor,65.4,65.4,0,39,39,0,39,39,0
511,1690511,Vila Velha de Ródão,67.2,67.2,0,48,48,0,28,28,0
501,16A0501,Belmonte,73.8006,73.8006,0,39,39,0,45,45,0
503,16A0503,Covilhã,81.40014,81.40014,0,42,42,0,48,48,0
504,16A0504,Fundão,85.12236,85.12236,0,53,53,0,37,37,0
1001,16B1001,Alcobaça,279.20131,279.20131,0,231,231,0,17,17,0
1101,16B1101,Alenquer,203.75949,203.75949,0,174,174,0,14,14,0
1102,16B1102,Arruda dos Vinhos,132.60131,132.60131,0,95,95,0,28,28,0
1005,16B1005,Bombarral,88.50131,88.50131,0,71,71,0,19,19,0
1104,16B1104,Cadaval,110.40131,110.40131,0,77,77,0,29,29,0
1006,16B1006,Caldas da Rainha,275.22631,275.22631,0,233,233,0,15,15,0
1108,16B1108,Lourinhã,272.98705,272.98705,0,220,220,0,19,19,0
1011,16B1011,Nazaré,260.00085,260.00085,0,155,155,0,40,40,0
1012,16B1012,Óbidos,123.05829,123.05829,0,94,94,0,22,22,0
1014,16B1014,Peniche,258.00131,259.135622160868,1.13431216086821,200,201,1,22,22,0
1112,16B1112,Sobral de Monte Agraço,199.00131,199.605583049645,0.6042730496454,117,117,0,41,40,-1
1113,16B1113,Torres Vedras,161.19041,161.19041,0,112,112,0,30,30,0
1401,16C1401,Abrantes,106.86992,106.86992,0,73,73,0,31,31,0
1402,16C1402,Alcanena,127.10131,127.10131,0,63,63,0,50,50,0
1408,16C1408,Constância,118.90131,118.90131,0,86,86,0,27,27,0
1410,16C1410,Entroncamento,153.30131,175.408923636364,22.1076136363636,109,131,22,28,25,-3
1411,16C1411,Ferreira do Zêzere,284.40131,284.40131,0,263,263,0,7,7,0
1421,16C1421,Ourém,224.69349,224.69349,0,179,179,0,20,20,0
1417,16C1417,Sardoal,95.10131,95.10131,0,72,72,0,23,23,0
1418,16C1418,Tomar,141.44598,146.120780101215,4.67480010121457,105,109,4,25,24,-1
1419,16C1419,Torres Novas,131.20131,131.20131,0,89,89,0,32,32,0
1420,16C1420,Vila Nova da Barquinha,109.40131,109.40131,0,84,84,0,23,23,0
1115,1711115,Amadora,33.10131,33.10131,0,2,2,0,93,93,0
1105,1711105,Cascais,293.15496,293.15496,0,259,259,0,11,11,0
1106,1711106,Lisboa,0,0,0,0,0,0,0,0,0
1107,1711107,Loures,154.22435,154.22435,0,103,103,0,32,32,0
1109,1711109,Mafra,263.53665,263.53665,0,181,181,0,30,30,0
1116,1711116,Odivelas,270.50131,270.50131,0,33,33,0,87,87,0
1110,1711110,Oeiras,122.21641,123.156045854342,0.939635854341731,110,111,1,9,9,0
1111,1711111,Sintra,164.01655,165.497811215073,1.48126121507306,110,112,2,32,32,0
1114,1711114,Vila Franca de Xira,168.55712,178.381183265306,9.82406326530614,100,110,10,40,37,-3
1502,1721502,Alcochete,106.70131,106.70131,0,72,72,0,32,32,0
1503,1721503,Almada,237.18104,237.809032565056,0.627992565055763,146,147,1,38,37,-1
1504,1721504,Barreiro,175.30131,178.138571410788,2.83726141078836,79,82,3,54,53,-1
1506,1721506,Moita,381.60131,386.363731107087,4.76242110708739,84,89,5,77,76,-1
1507,1721507,Montijo,110.50542,110.50542,0,72,72,0,34,34,0
1508,1721508,Palmela,117.60319,117.60319,0,75,75,0,36,36,0
1510,1721510,Seixal,119.24828,119.24828,0,92,92,0,22,22,0
1511,1721511,Sesimbra,99.66755,99.66755,0,62,62,0,37,37,0
1512,1721512,Setúbal,98.70131,99.4396929924303,0.738382992430331,67,67,0,31,31,0
1501,1811501,Alcácer do Sal,55.1,58.5200343885799,3.4200343885799,29,32,3,46,43,-3
1505,1811505,Grândola,39.00129,41.4777816727815,2.47649167278145,22,25,3,41,39,-2
211,1810211,Odemira,61,61,0,29,29,0,50,50,0
1509,1811509,Santiago do Cacém,64,69.8888455284553,5.88884552845529,38,44,6,40,36,-4
1513,1811513,Sines,54.35056,54.35056,0,24,24,0,54,54,0
1201,1821201,Alter do Chão,61,61,0,32,32,0,47,47,0
1202,1821202,Arronches,62.90197,63.4616121486342,0.559642148634218,28,28,0,54,54,0
1203,1821203,Avis,60.9,60.9,0,36,36,0,40,40,0
1204,1821204,Campo Maior,77.2,77.3554962773273,0.155496277327259,48,48,0,37,37,0
1205,1821205,Castelo de Vide,50.40838,50.40838,0,31,31,0,38,38,0
1206,1821206,Crato,61.10278,61.10278,0,31,31,0,47,47,0
1207,1821207,Elvas,76.01875,77.4944689576593,1.47571895765925,40,42,2,46,45,-1
1208,1821208,Fronteira,73.9,73.9877109787617,0.0877109787616632,39,40,1,45,45,0
1209,1821209,Gavião,104.50082,108.666103782076,4.16528378207559,90,94,4,13,12,-1
1210,1821210,Marvão,61.5068,62.8204573012232,1.31365730122324,37,38,1,38,38,0
1211,1821211,Monforte,60.1,60.1543575611437,0.0543575611436467,26,26,0,55,55,0
707,1820707,Mora,52.3,52.3,0,31,31,0,39,39,0
1212,1821212,Nisa,62.91616,62.91616,0,41,41,0,34,34,0
1213,1821213,Ponte de Sor,50.50143,50.50143,0,34,34,0,30,30,0
1214,1821214,Portalegre,66.54339,67.3991268545954,0.855736854595378,33,34,1,49,48,-1
701,1830701,Alandroal,57.6,57.6,0,28,28,0,51,51,0
702,1830702,Arraiolos,64.7,64.7,0,36,36,0,44,44,0
703,1830703,Borba,73,73,0,36,36,0,50,50,0
704,1830704,Estremoz,60.5,60.5,0,31,31,0,48,48,0
705,1830705,Évora,62.3,64.6326062411504,2.33260624115039,34,36,2,45,43,-2
706,1830706,Montemor-o-Novo,68.70054,68.70054,0,35,35,0,48,48,0
708,1830708,Mourão,40.2,40.2,0,16,16,0,58,58,0
709,1830709,Portel,50.86303,50.86303,0,29,29,0,41,41,0
710,1830710,Redondo,65.8,65.8,0,31,31,0,52,52,0
711,1830711,Reguengos de Monsaraz,58.8,58.8,0,36,36,0,38,38,0
1215,1831215,Sousel,75.40376,75.40376,0,45,45,0,40,40,0
712,1830712,Vendas Novas,50.4,50.4,0,28,28,0,43,43,0
713,1830713,Viana do Alentejo,60.7,60.7,0,26,26,0,56,56,0
714,1830714,Vila Viçosa,85.90024,85.90024,0,50,50,0,40,40,0
201,1840201,Aljustrel,92.8,92.8,0,57,57,0,38,38,0
202,1840202,Almodôvar,48,48,0,29,29,0,38,38,0
203,1840203,Alvito,60.90033,60.90033,0,32,32,0,46,46,0
204,1840204,Barrancos,36.9,36.9,0,18,18,0,50,50,0
205,1840205,Beja,82.30017,83.6215109501565,1.32134095015645,56,57,1,31,30,-1
206,1840206,Castro Verde,47.46503,47.46503,0,23,23,0,50,50,0
207,1840207,Cuba,105.8,105.8,0,46,46,0,55,55,0
208,1840208,Ferreira do Alentejo,88.6,89.2610745672711,0.661074567271086,55,56,1,37,37,0
209,1840209,Mértola,36.4,36.4147254065418,0.0147254065417712,19,19,0,45,45,0
210,1840210,Moura,59.1,59.1247157035794,0.024715703579389,38,38,0,35,35,0
212,1840212,Ourique,52.1,52.1546654619591,0.054665461959047,28,28,0,45,45,0
213,1840213,Serpa,70.3,70.3,0,47,47,0,32,32,0
214,1840214,Vidigueira,64.90071,65.5715994053026,0.670889405302631,42,42,0,35,34,-1
1403,1851403,Almeirim,112.10635,113.071321812663,0.964971812662625,78,79,1,29,29,0
1404,1851404,Alpiarça,122.20131,122.20131,0,84,84,0,31,31,0
1103,1851103,Azambuja,203.71771,203.71771,0,152,152,0,25,25,0
1405,1851405,Benavente,101.72678,101.72678,0,56,56,0,44,44,0
1406,1851406,Cartaxo,206.80131,207.920855510836,1.11954551083591,134,135,1,35,34,-1
1407,1851407,Chamusca,74.71182,80.367053619521,5.65523361952101,38,44,6,48,45,-3
1409,1851409,Coruche,53.80655,53.80655,0,25,25,0,52,52,0
1412,1851412,Golegã,230.71493,230.71493,0,140,140,0,38,38,0
1414,1851414,Rio Maior,302.50131,302.50131,0,259,259,0,14,14,0
1415,1851415,Salvaterra de Magos,153.80158,153.80158,0,96,96,0,37,37,0
1416,1851416,Santarém,184.18188,184.18188,0,121,121,0,33,33,0
801,1500801,Albufeira,120.94212,120.94212,0,104,104,0,13,13,0
802,1500802,Alcoutim,79.7,79.7,0,62,62,0,21,21,0
803,1500803,Aljezur,100.87271,100.87271,0,60,60,0,40,40,0
804,1500804,Castro Marim,94.4,94.4,0,74,74,0,21,21,0
805,1500805,Faro,151.5,151.5,0,132,132,0,12,12,0
806,1500806,Lagoa,76.47499,76.47499,0,56,56,0,25,25,0
807,1500807,Lagos,130.45006,130.45006,0,88,88,0,31,31,0
808,1500808,Loulé,118.13452,118.13452,0,100,100,0,14,14,0
809,1500809,Monchique,118.2,118.2,0,87,87,0,25,25,0
810,1500810,Olhão,137.13031,137.13031,0,116,116,0,15,15,0
811,1500811,Portimão,126.7,126.7,0,101,101,0,19,19,0
812,1500812,São Brás de Alportel,96.7,96.9922281735404,0.292228173540437,78,78,0,19,18,-1
813,1500813,Silves,124.38727,124.38727,0,101,101,0,18,18,0
814,1500814,Tavira,100.03966,101.918390831974,1.87873083197391,84,86,2,15,15,0
815,1500815,Vila do Bispo,84.54057,84.54057,0,40,40,0,52,52,0
816,1500816,Vila Real de Santo António,87.7,87.7,0,66,66,0,23,23,0
